OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
235303,HERNANDEZ 2,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA MINEFINDERS, S.A. DE C.V.","COMPAÑIA MINERA DOLORES, S.A. DE C.V.",06/11/2009,05/11/2059,,
235339,CORRALITOS 2,,CANCELADO,,,12/11/2009,11/11/2059,,
235354,EL TREBOL,,CANCELADO,,,12/11/2009,27/08/2059,,
235366,NUEVO BABICANORA FRACC. I,CESIÃ“N DE DERECHOS PARCIAL ONEROSA,VIGENTE,JORGE ERNESTO CIRETT GALAN,MARIA LOURDES CRUZ OCHOA,18/11/2009,17/11/2059,,
235367,NUEVO BABICANORA FRACC. II,CESIÃ“N DE DERECHOS PARCIAL ONEROSA,VIGENTE,JORGE ERNESTO CIRETT GALAN,MARIA LOURDES CRUZ OCHOA,18/11/2009,17/11/2059,,
235368,NUEVO BABICANORA FRACC. III,CONT. DE EXPLOR. EXPLOT. Y DE PROMESA DE CESIÃ“N DE DERECHOS,VIGENTE,JORGE ERNESTO CIRETT GALAN,"MINERA MINEFINDERS, S.A. DE C.V.",18/11/2009,17/11/2059,,
235369,NUEVO BABICANORA FRACC. IV,CESIÃ“N DE DERECHOS PARCIAL ONEROSA,VIGENTE,JORGE ERNESTO CIRETT GALAN,MARIA LOURDES CRUZ OCHOA,18/11/2009,17/11/2059,,
235370,LAURA,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA MINEFINDERS, S.A. DE C.V.","COMPAÑIA MINERA DOLORES, S.A. DE C.V.",18/11/2009,17/11/2059,,
235455,DELICIAS,,CANCELADO,,,27/11/2009,26/11/2059,,
235518,LA HIGUERITA 1,,CANCELADO,,,11/12/2009,10/12/2059,,
236193,ARGONAUTA 5 FRACCION I,CONTRATO DE EXPLORACION CON OPCION DE COMPRA,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","MINAS DE OROCO RESOURCES, S.A. DE C.V.",19/05/2010,15/03/2057,,
236194,ARGONAUTA 6,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","MINAS DE OROCO RESOURCES, S.A. DE C.V.",19/05/2010,15/03/2057,,
235565,KARLA,,VIGENTE,,,19/01/2010,18/01/2060,,
235605,EL ERMITAÃ‘O 2,TRANSMISION DE DERECHOS,VIGENTE,"MINERA PIEDRA AZUL, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",22/01/2010,21/01/2060,,
235606,MARISELA FRACC. I,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,22/01/2010,21/01/2060,,
235607,MARISELA FRACC. II,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,22/01/2010,21/01/2060,,
235651,EL AS,,CANCELADO,,,05/02/2010,04/02/2060,,
235670,LA NENA,SE OTORGA PLAZO,VIGENTE,JOSE MARIA SERRANO VILLARREAL,CARMEN LUCIA RAMIREZ RAMIREZ,12/02/2010,11/02/2060,,
235989,PIEDRA 2,TRANSMISION POR ESCISIÃ“N,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",28/04/2010,27/04/2060,,
236065,LA HIGUERITA 2,,VIGENTE,,,04/05/2010,03/05/2060,,
236066,LA HIGUERITA 3,,CANCELADO,,,04/05/2010,03/05/2060,,
236106,SAN ANTONIO 3,,VIGENTE,,,11/05/2010,10/05/2060,,
236109,MARISELA II FRACC. A,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,11/05/2010,10/05/2060,,
236110,MARISELA II FRACC. B,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,11/05/2010,10/05/2060,,
236111,MARISELA I,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,11/05/2010,10/05/2060,,
236112,CALOSO,,CANCELADO,,,11/05/2010,10/05/2060,,
236113,LOS AMOLES 2,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,JULIO ALFONSO LOPEZ LOPEZ,"MINERA ALTA VISTA, S.A. DE C.V.",11/05/2010,10/05/2060,,
236179,TEOCUITLA 4,,VIGENTE,,,19/05/2010,18/05/2060,,
236180,ZAMORATO 4,,CANCELADO,,,19/05/2010,18/05/2060,,
236182,MARISELA III FRACC. 1,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,19/05/2010,18/05/2060,,
236183,MARISELA III FRACC. 2,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,19/05/2010,18/05/2060,,
236227,CALERITA 3,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",25/05/2010,24/05/2060,,
236229,CALERITA 2 FRACC. 1,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",25/05/2010,24/05/2060,,
236230,CALERITA 2 FRACC. 2,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",25/05/2010,24/05/2060,,
236231,CALERITA 2 FRACC. 3,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",25/05/2010,24/05/2060,,
236346,MANZANAL,,CANCELADO,,,16/06/2010,15/06/2060,,
236347,MARISELA II FRACC. C,SE OTORGA PLAZO,VIGENTE,FRANCISCO CONTRERAS LOPEZ,RAMON LUNA BARCELO,16/06/2010,15/06/2060,,
236434,LA HIGUERITA 7,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA TECK, S.A. DE C.V.","RECURSOS MILLROCK, S. DE R.L. DE C.V.",30/06/2010,29/06/2060,,
236439,MATY 1 FRACC. III,,CANCELADO,,,30/06/2010,29/06/2060,,
236440,LA HIGUERITA 4,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA TECK, S.A. DE C.V.","RECURSOS MILLROCK, S. DE R.L. DE C.V.",30/06/2010,29/06/2060,,
236494,LOS PONCHOS,,VIGENTE,,,06/07/2010,05/07/2060,,
236612,LA MILPA # 2,,VIGENTE,,,28/07/2010,27/07/2060,,
236794,BABI,,CANCELADO,,,31/08/2010,30/08/2060,,
236858,EL SACRIFICIO 3,,VIGENTE,,,14/09/2010,13/09/2060,,
236899,EL SACRIFICIO 2,,VIGENTE,,,24/09/2010,23/09/2060,,
236976,EL CHUQUI,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,JESUS PRADO BRINGAS,EMILIO ACUÑA PERALTA,08/10/2010,07/10/2060,,
236977,BUENA VISTA,,VIGENTE,,,08/10/2010,07/10/2060,,
237097,LA GRANADA # 2,COMPRAVENTA,VIGENTE,MANUEL AGUIRRE RAMOS,PATRICIA QUIJADA QUIJADA,29/10/2010,28/10/2060,,
237149,BUENA VISTA,CESIÓN DE DERECHOS PARCIAL ONEROSA,VIGENTE,EMILIO ACUÑA PERALTA,"OPEN ORGANIZATION SOLUTIONS, S. DE R.L. DE C.V.",19/11/2010,18/11/2060,,
237154,CALERITA 2,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,CARLOS BERNARDO BETANCOURT MURILLO,"MINERA MEXITAL,S.A. DE C.V.",19/11/2010,18/11/2060,,
237236,LUISES,SE OTORGA PLAZO,VIGENTE,LUIS FERNANDO RAMOS MENDOZA,FRANCISCO JAVIER DURAZO RIOS,26/11/2010,25/11/2060,,
237240,LUISES,SE OTORGA PLAZO,VIGENTE,LUIS FERNANDO RAMOS MENDOZA,FRANCISCO JAVIER DURAZO RIOS,26/11/2010,25/11/2060,,
237282,EL FIERRO,,CANCELADO,,,30/11/2010,29/11/2060,,
237285,LUISES,SE OTORGA PLAZO,VIGENTE,LUIS FERNANDO RAMOS MENDOZA,FRANCISCO JAVIER DURAZO RIOS,30/11/2010,29/11/2060,,
237289,LOS COMPAS,,VIGENTE,,,30/11/2010,29/11/2060,,
237381,MEXICANA,TRANSMISION POR ESCISIÃ“N,CANCELADO,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",09/12/2010,08/12/2060,,
237507,EL TREBOL 2,,CANCELADO,,,21/12/2010,20/12/2060,,
237508,EL TREBOL 1,,CANCELADO,,,21/12/2010,20/12/2060,,
238658,UNIFICACION PILARES,DESISTIMIENTO DE TRAMITE,VIGENTE,"MINERA PILARES, S.A. DE C.V.","SAN FERNANDO COMPAÑIA MEXICANA DEL COBRE, S.A.",11/10/2011,04/08/2032,,
237785,SOTA,TRANSMISION POR ESCISIÃ“N,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",29/04/2011,28/04/2061,,
237791,EL CANTU,,VIGENTE,,,29/04/2011,28/04/2061,,
237808,SIERRA PINTA VI,,VIGENTE,,,29/04/2011,28/04/2061,,
237937,CAROLINA,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.","COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.",30/06/2011,29/06/2061,,
237949,LUZ,,VIGENTE,,,30/06/2011,29/06/2061,,
237950,LUZ,,VIGENTE,,,30/06/2011,29/06/2061,,
237951,LUZ,,VIGENTE,,,30/06/2011,29/06/2061,,
237952,LUZ,,VIGENTE,,,30/06/2011,29/06/2061,,
238032,JESUS,,VIGENTE,,,12/07/2011,11/07/2061,,
238098,MEXUS,,VIGENTE,,,20/07/2011,19/07/2061,,
238157,EL NIDO,,CANCELADO,,,09/08/2011,08/08/2061,,
238159,CAROLINA,,VIGENTE,,,09/08/2011,08/08/2061,,
238161,LA HIGUERITA 8,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA TECK, S.A. DE C.V.","RECURSOS MILLROCK, S. DE R.L. DE C.V.",09/08/2011,08/08/2061,,
238166,ARGONAUTA 8,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","OMF FUND II, SO LTD. (NO MINERA)",09/08/2011,08/08/2061,,
238167,ARGONAUTA 9 F - 1,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","OMF FUND II, SO LTD. (NO MINERA)",09/08/2011,08/08/2061,,
238168,ARGONAUTA 9 F - 2,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","OMF FUND II, SO LTD. (NO MINERA)",09/08/2011,08/08/2061,,
238172,ANGEL,,VIGENTE,,,09/08/2011,08/08/2061,,
238315,BAVIACORA,,CANCELADO,,,30/08/2011,29/08/2061,,
238383,ZAMORATO 5,,CANCELADO,,,23/09/2011,22/09/2061,,
238384,LA LUNA,,VIGENTE,,,23/09/2011,22/09/2061,,
238388,BUENO 3,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.","COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.",23/09/2011,22/09/2061,,
238389,FATIMA,,VIGENTE,,,23/09/2011,22/09/2061,,
238392,LUFEYMA,,VIGENTE,,,23/09/2011,22/09/2061,,
238397,LA CENTELLA 2,,VIGENTE,,,23/09/2011,22/09/2061,,
238400,CAROLINA 2,,VIGENTE,,,23/09/2011,22/09/2061,,
238411,EL FIERRO 2,,VIGENTE,,,23/09/2011,22/09/2061,,
238538,URES,TRANSMISION POR ESCISIÃ“N,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",23/09/2011,22/09/2061,,
238654,SEBASTIAN,,VIGENTE,,,11/10/2011,10/10/2061,,
238726,TORCASITA No. 2,,VIGENTE,,,18/10/2011,17/10/2061,,
238729,SIERRA PINTA VII,,VIGENTE,,,18/10/2011,17/10/2061,,
238817,JOSE MARIO,,VIGENTE,,,04/11/2011,03/11/2061,,
238832,SAN JUDAS 3,,VIGENTE,,,04/11/2011,03/11/2061,,
238833,EL TIGRE,,VIGENTE,,,04/11/2011,03/11/2061,,
238846,CAROLINA,,VIGENTE,,,04/11/2011,03/11/2061,,
238887,SANTA MARTHA,,VIGENTE,,,08/11/2011,07/11/2061,,
238939,LA ABUNDANCIA,,VIGENTE,,,11/11/2011,10/11/2061,,
238940,LA SILICOSA,,VIGENTE,,,11/11/2011,10/11/2061,,
238945,TIANA I,,CANCELADO,,,11/11/2011,10/11/2061,,
238985,LOS AMOLES 3 FRACC. I,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"MINERA ALTA VISTA, S.A. DE C.V.","FINDER PLATA, S.A. DE C.V.",15/11/2011,14/11/2061,,
238986,LOS AMOLES 3 FRACC. II,,VIGENTE,,,15/11/2011,14/11/2061,,
239175,EL MASTER,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,JULIO CESAR GONZALEZ ZAMORA,"MINERA FB INTEGRAL, S.A. DE C.V.",30/11/2011,29/11/2061,,
239289,SAN ISIDRO,,VIGENTE,,,08/12/2011,07/12/2061,,
239316,TROYA 3,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",13/12/2011,12/12/2061,,
239326,TLALOC,,VIGENTE,,,13/12/2011,12/12/2061,,
239328,MORELOS 3,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",13/12/2011,12/12/2061,,
239339,SALSIPUEDES,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",13/12/2011,12/12/2061,,
239347,MORELOS 3,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",13/12/2011,12/12/2061,,
239357,SALSIPUEDES-2,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",13/12/2011,12/12/2061,,
239383,CALERITA 5,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",13/12/2011,12/12/2061,,
239405,APACHE,,VIGENTE,,,15/12/2011,14/12/2061,,
239419,MORELOS 3,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",15/12/2011,14/12/2061,,
239447,MORELOS 3,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",15/12/2011,14/12/2061,,
239526,BEI CHEN,CONTRATO DE GARANTIA PRENDARIA,VIGENTE,"NEW BEST INTERNATIONAL MINING INVESTMENT GROUP, S.A. DE C.V.","JWGW MEXICO MINERO INTERNACIONAL, S.A. DE C.V.",16/12/2011,15/12/2061,,
239556,DON GU,CONTRATO DE GARANTIA PRENDARIA,VIGENTE,"NEW BEST INTERNATIONAL MINING INVESTMENT GROUP, S.A. DE C.V.","JWGW MEXICO MINERO INTERNACIONAL, S.A. DE C.V.",16/12/2011,15/12/2061,,
240819,CHUQUÍ 4 FRACCIÓN A,,CANCELADO,,,17/07/2012,10/07/2057,,
241116,CHUQUÍ 3,C. DE GARANTIA PRENDARIA SIN TRANSMISION DE POSESION,VIGENTE,"COANZAMEX SANTA GERTRUDIS, S.A. DE C.V.",,22/11/2012,09/07/2057,,
239729,SALSIPUEDES 3,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",15/02/2012,14/02/2062,,
239798,SAN PATRICIO II,SE OTORGA PLAZO,VIGENTE,JAIME RAFAEL CELAYA REINA,DAVID ALONSO LOPEZ RODRIGUEZ,28/02/2012,27/02/2062,,
239855,SAN ANTONIO,,VIGENTE,,,29/02/2012,28/02/2062,,
239884,AZUL 3,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",29/02/2012,28/02/2062,,
239885,AZTLAN,,VIGENTE,,,29/02/2012,28/02/2062,,
239905,EL REPRESO,,VIGENTE,,,15/03/2012,14/03/2062,,
239908,SONORA 9 FRACC. 2,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",15/03/2012,14/03/2062,,
239909,CHURUNIBABI,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.","COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.",15/03/2012,14/03/2062,,
239939,LA PLOMOSA,,VIGENTE,,,16/03/2012,15/03/2062,,
239964,SANTO VERDE I FRACCION 1,TRANSMISION POR ESCISIÃ“N,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",16/03/2012,15/03/2062,,
239965,SANTO VERDE I FRACCION 2,TRANSMISION POR ESCISIÃ“N,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",16/03/2012,15/03/2062,,
239966,SANTO VERDE I FRACCION 3,TRANSMISION POR ESCISIÃ“N,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",16/03/2012,15/03/2062,,
240048,LA CARIDAD-8 FRACCION 1,,VIGENTE,,,13/04/2012,12/04/2062,,
240049,LA CARIDAD-8 FRACCION 2,,VIGENTE,,,13/04/2012,12/04/2062,,
240225,STA. EDUVIGES,,VIGENTE,,,27/04/2012,26/04/2062,,
240226,TLALOC 2,,VIGENTE,,,27/04/2012,26/04/2062,,
240246,PORVENIR 2,,VIGENTE,,,27/04/2012,26/04/2062,,
240248,STA. ALFONSINA,,VIGENTE,,,27/04/2012,26/04/2062,,
240359,CALERITA 4 FRACCION 2,CESIÓN DE DERECHOS TOTAL ONEROSA,CANCELADO,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",23/05/2012,22/05/2062,,
240360,CALERITA 4 FRACCION 3,CESIÓN DE DERECHOS TOTAL ONEROSA,CANCELADO,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.","MINERA FRESNILLO, S.A. DE C.V.",23/05/2012,22/05/2062,,
240378,TRES - M,,CANCELADO,,,23/05/2012,22/05/2062,,
240407,DA GANG FRACC. 2,,VIGENTE,,,23/05/2012,22/05/2062,,
240457,SAN MARTIN,NO PROCEDE,VIGENTE,FLORENCIO TABANICO ACUÃ‘A,,23/05/2012,22/05/2062,,
240464,SALOMON,,VIGENTE,,,31/05/2012,30/05/2062,,
240528,EL YESO FRACC. I,,VIGENTE,,,12/06/2012,11/06/2062,,
240530,AZUL 2,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",12/06/2012,11/06/2062,,
240546,EL YESO FRACC. II,,VIGENTE,,,14/06/2012,13/06/2062,,
240555,AZUL,NO PROCEDE,VIGENTE,"BUENAVISTA DEL COBRE, S.A. DE C.V.","OPERADORA DE MINAS E INSTALACIONES MINERAS, S.A. DE C.V.",14/06/2012,13/06/2062,,
240589,GLORIA,,VIGENTE,,,14/06/2012,13/06/2062,,
240769,ALAMO,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.","COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.",28/06/2012,27/06/2062,,
240788,PIEDRA 1,,VIGENTE,,,17/07/2012,16/07/2062,,
240796,PIEDRA 3,CESIÓN DE DERECHOS TOTAL ONEROSA,VIGENTE,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.","COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.",17/07/2012,16/07/2062,,
240799,DAYANA 2,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,ELADIO BACA RUIZ,MIGUEL ANGEL ARAIZA BUENROSTRO,17/07/2012,16/07/2062,,
240814,WU QING,CONTRATO DE GARANTIA PRENDARIA,VIGENTE,"NEW BEST INTERNATIONAL MINING INVESTMENT GROUP, S.A. DE C.V.","JWGW MEXICO MINERO INTERNACIONAL, S.A. DE C.V.",17/07/2012,16/07/2062,,
240998,BAILADERO,,VIGENTE,,,16/11/2012,15/11/2062,,
241015,CUITACA 19,TRANSMISION POR ESCISIÓN,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",21/11/2012,20/11/2062,,
241070,EL MEZQUITE,,VIGENTE,,,21/11/2012,20/11/2062,,
241198,LA LOMA,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"COMPAÑIA MINERA CHUQUI, S.A. DE C.V. AHORA COANZAMEX SANTA GERTRUDIS, S.A. DE C.V.",ORION MF INVESTMENT HOLDING COMPANY 2 (CAYMAN) LIMITED,22/11/2012,21/11/2062,,
241210,TORO SUR,TRANSMISION POR ESCISIÓN,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",22/11/2012,21/11/2062,,
241336,DA GANG FRACC. 1,,VIGENTE,,,22/11/2012,21/11/2062,,
241482,DA GANG FRACC. 3,,CANCELADO,,,19/12/2012,18/12/2062,,
241771,PRODESA 3,,VIGENTE,,,26/03/2013,14/02/2062,,
242087,ZACATON 4,TRANSMISION POR ESCISIÓN,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",03/05/2013,02/05/2063,,
242107,LA CENTELLA 3,,VIGENTE,,,10/05/2013,09/05/2063,,
242238,MARIANA 5,TRANSMISION POR ESCISIÓN,CANCELADO,"MINERA FRESNILLO, S.A. DE C.V.","DESARROLLOS MINEROS EL AGUILA, S.A. DE C.V.",28/06/2013,27/06/2063,,
242239,MUCHORO,,CANCELADO,,,28/06/2013,27/06/2063,,
242240,MARIANA 4,TRANSMISION POR ESCISIÓN,CANCELADO,"MINERA FRESNILLO, S.A. DE C.V.","DESARROLLOS MINEROS EL AGUILA, S.A. DE C.V.",28/06/2013,27/06/2063,,
242241,MUCHORO,,CANCELADO,,,28/06/2013,27/06/2063,,
242242,COYOTES,EN TRAMITE,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",28/06/2013,27/06/2063,,
242243,COYOTES,EN TRAMITE,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",28/06/2013,27/06/2063,,
242244,COYOTES,EN TRAMITE,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",28/06/2013,27/06/2063,,
242245,COYOTES,EN TRAMITE,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",28/06/2013,27/06/2063,,
242247,LLANO DEL NOGAL FRACC. 3,,VIGENTE,,,28/06/2013,27/06/2063,,
242248,LLANO DEL NOGAL FRACC. 2,,VIGENTE,,,28/06/2013,27/06/2063,,
242249,COYOTES,EN TRAMITE,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",28/06/2013,27/06/2063,,
242250,LLANO DEL NOGAL FRACC. 4,,VIGENTE,,,28/06/2013,27/06/2063,,
242251,LLANO DEL NOGAL FRACC. I,,VIGENTE,,,28/06/2013,27/06/2063,,
242252,LLANO DEL NOGAL FRACC. II,,VIGENTE,,,28/06/2013,27/06/2063,,
242253,COYOTES,EN TRAMITE,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA EVRIM, S.A. DE C.V.",28/06/2013,27/06/2063,,
242254,LLANO DEL NOGAL FRACC. 1,,VIGENTE,,,28/06/2013,27/06/2063,,
242281,COMOdIN,,VIGENTE,,,28/06/2013,27/06/2063,,
242349,ZACATON 5,TRANSMISION POR ESCISIÓN,VIGENTE,"COMPAÑIA MINERA LA PARREÑA, S.A. DE C.V.","DESARROLLOS MINEROS PARREÑA, S.A. DE C.V.",31/07/2013,30/07/2063,,
242384,LAS NEGRITAS,SE OTORGA PLAZO,CANCELADO,JOSE QUIROS SOTO,SALVADOR BARBA COMPARAN,31/07/2013,30/07/2063,,
242385,JIRAHUITO,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,LUIS EDGARDO AGANZA ROBLES,"MINERA LEAR DEL DESIERTO, S.A. DE C.V.",31/07/2013,30/07/2063,,
242386,LAS NEGRITAS 1,,VIGENTE,,,31/07/2013,30/07/2063,,
242388,EL ZORRILLO,,VIGENTE,,,31/07/2013,30/07/2063,,
242487,LOS AMOLES 4,,VIGENTE,,,31/10/2013,30/10/2063,,
242590,VETA DE AGUA,,VIGENTE,,,15/11/2013,14/11/2063,,
243816,WASHINGTON U,,VIGENTE,,,12/12/2014,25/06/2031,,
243801,MARIA 47 RED. ALACRAN,,VIGENTE,,,05/12/2014,15/06/2050,,
243807,MEZTLI 4 REDUCCION,CONTRATO DE EXPLORACIÓN,VIGENTE,"EXPLORACIONES GLOBAL, S.A. DE C.V.","COMPAÑIA MINERA PEÑA DE BERNAL, S.A. DE C.V.",05/12/2014,09/07/2057,,
243789,LA PIMA 5 - A,,VIGENTE,,,21/11/2014,11/03/2060,,
243790,LA PIMA 5 - B,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,MARIA DEL ROSARIO NAVARRO GARCIA,JESUS ARMANDO MONTAÃ‘O ORTIZ,21/11/2014,11/03/2060,,
