OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
243842,MORELOS 2,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",17/12/2014,14/11/2061,,
242848,EL CHICURAL,,VIGENTE,,,18/02/2014,17/02/2064,,
242849,LA LLUVIA,,VIGENTE,,,18/02/2014,17/02/2064,,
242850,LA SOTA,,VIGENTE,,,18/02/2014,17/02/2064,,
242920,EL AZTECA,,VIGENTE,,,13/03/2014,12/03/2064,,
242969,AMOLITOS,,VIGENTE,,,02/04/2014,01/04/2064,,
243027,AVE FENIX,,VIGENTE,,,30/05/2014,29/05/2064,,
243189,MORELOS 4,,VIGENTE,,,30/07/2014,29/07/2064,,
243253,TACUBA 2,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","OMF FUND II, SO LTD. (NO MINERA)",29/08/2014,28/08/2064,,
243281,VERONICA,,VIGENTE,,,29/08/2014,28/08/2064,,
243314,EL PADRE BRUNO,,VIGENTE,,,12/09/2014,11/09/2064,,
243315,EL PADRE BRUNO,,VIGENTE,,,12/09/2014,11/09/2064,,
243322,EL SAHUARO,,VIGENTE,,,12/09/2014,11/09/2064,,
243328,EL PADRE BRUNO,,VIGENTE,,,12/09/2014,11/09/2064,,
243360,EL TRES,,CANCELADO,,,12/09/2014,11/09/2064,,
243384,EL PADRE BRUNO FRACC. UNO,,VIGENTE,,,12/09/2014,11/09/2064,,
243406,KENYA,,VIGENTE,,,03/10/2014,02/10/2064,,
243446,COMPUERTA,,CANCELADO,,,03/10/2014,02/10/2064,,
243495,LA PALMA,,VIGENTE,,,10/10/2014,09/10/2064,,
243532,LAS NEGRITAS 2,,VIGENTE,,,10/10/2014,09/10/2064,,
243541,LA ROSALIA,,VIGENTE,,,17/10/2014,16/10/2064,,
243542,LA PALMA,,VIGENTE,,,17/10/2014,16/10/2064,,
243633,DON MARIANO,,VIGENTE,,,04/11/2014,03/11/2064,,
243661,LUISA,,VIGENTE,,,04/11/2014,03/11/2064,,
243669,EL SALTO,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"NUSANTARA DE MEXICO, S.A. DE C.V.",THE BANK OF NOVA SCOTIA ( NO MINERA ),04/11/2014,03/11/2064,,
243719,SHU YANG,,VIGENTE,,,04/11/2014,03/11/2064,,
243894,MARIA 47 DIV.1 ALACRAN,,VIGENTE,,,09/01/2015,15/06/2050,,
243895,MARIA 47 DIV.1 F-2,,VIGENTE,,,09/01/2015,15/06/2050,,
243987,CHUQUI 6,C. DE GARANTIA PRENDARIA SIN TRANSMISION DE POSESION,VIGENTE,"COANZAMEX SANTA GERTRUDIS, S.A. DE C.V.",AGNICO EAGLE MINES LIMITED (NO MINERA),06/02/2015,06/05/2058,,
244032,NUEVA REDUCCIÓN LA HIGUERITA FRACC. 1,,VIGENTE,,,13/02/2015,03/11/2059,,
243982,RIO SONORA 2,,CANCELADO,,,06/02/2015,27/05/2060,,
243983,RIO SONORA 3,,CANCELADO,,,06/02/2015,27/05/2060,,
243984,RIO SONORA 4,,CANCELADO,,,06/02/2015,27/05/2060,,
243985,RIO SONORA 5,,CANCELADO,,,06/02/2015,27/05/2060,,
243986,RIO SONORA 6,,CANCELADO,,,06/02/2015,27/05/2060,,
244052,RIO SONORA 7,,CANCELADO,,,13/02/2015,27/05/2060,,
244053,RIO SONORA 8,,CANCELADO,,,13/02/2015,27/05/2060,,
243924,MORELOS 2,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",16/01/2015,19/07/2061,,
244227,LOS CUARENTAS FRACC. II ESTE,,VIGENTE,,,14/07/2015,29/08/2061,,
244228,LOS CUARENTAS FRACC. III ESTE,,VIGENTE,,,14/07/2015,29/08/2061,,
244229,LOS CUARENTAS FRACC. I OESTE,,VIGENTE,,,14/07/2015,29/08/2061,,
244230,LOS CUARENTAS FRACC. II OESTE,,VIGENTE,,,14/07/2015,29/08/2061,,
243927,SONORA 9 F 1,CONTRATO DE EXPLORACION Y PROMESA DE CESION DE DERECHOS,VIGENTE,"SOLITARIO MEXICO, S.A. DE C.V.","MINERA CUICUILCO, S.A. DE C.V.",16/01/2015,14/03/2062,,
244097,LUIS MIKIKO 2,,VIGENTE,,,13/05/2015,12/05/2065,,
244214,TACUBA,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","OMF FUND II, SO LTD. (NO MINERA)",30/06/2015,29/06/2065,,
244258,TACUBA 1,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"MINERA MERIDIAN MINERALES, S. DE R.L. DE C.V.","OMF FUND II, SO LTD. (NO MINERA)",14/07/2015,13/07/2065,,
244341,LOS PONCHOS -2,,VIGENTE,,,11/08/2015,10/08/2065,,
244376,LA VIRGEN,,VIGENTE,,,25/08/2015,24/08/2065,,
244377,LA VIRGEN,,VIGENTE,,,25/08/2015,24/08/2065,,
244393,EL SALTO 1 FRACC. 1,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"NUSANTARA DE MEXICO, S.A. DE C.V.",THE BANK OF NOVA SCOTIA ( NO MINERA ),25/08/2015,24/08/2065,,
244394,EL SALTO 1 FRACC. 2,CONTRATO DE PRENDA SIN TRANSMISION DE POSESION,VIGENTE,"NUSANTARA DE MEXICO, S.A. DE C.V.",THE BANK OF NOVA SCOTIA ( NO MINERA ),25/08/2015,24/08/2065,,
244411,SAN FRANCISCO,,VIGENTE,,,08/09/2015,07/09/2065,,
244442,DON GUILLERMO,,VIGENTE,,,08/09/2015,07/09/2065,,
244477,LA PALMA,,VIGENTE,,,06/10/2015,05/10/2065,,
244499,LA ESPERANZA,,VIGENTE,,,06/10/2015,05/10/2065,,
244653,LA VIRGEN,,VIGENTE,,,17/11/2015,16/11/2065,,
244667,MORELOS 4,,VIGENTE,,,17/11/2015,16/11/2065,,
244922,PUERTA DEL SOL RED.,,VIGENTE,,,15/04/2016,28/09/2056,,
245348,CALERITA 4 FRACCION 1 R-1,,VIGENTE,,,23/11/2016,22/05/2062,,
244811,TEO,CESIÃ“N DE DERECHOS TOTAL ONEROSA,VIGENTE,"RIVERSIDE RESOURCES MEXICO, S.A. DE C.V.","RRM EXPLORACION, S.A.P.I. DE C.V.",19/01/2016,18/01/2066,,
244838,LOS TUBOS,,VIGENTE,,,16/02/2016,15/02/2066,,
244839,LOS TUBOS 2,,VIGENTE,,,16/02/2016,15/02/2066,,
244940,LAS NEGRITAS 3,,VIGENTE,,,31/05/2016,30/05/2066,,
245102,EL GALLO 1,,VIGENTE,,,04/11/2016,03/11/2066,,
245103,EL GALLO,,VIGENTE,,,04/11/2016,03/11/2066,,
245105,EL CUMARAL,,VIGENTE,,,04/11/2016,03/11/2066,,
245132,EL SUSPIRO,,VIGENTE,,,04/11/2016,03/11/2066,,
245145,LA PALMA,,VIGENTE,,,08/11/2016,07/11/2066,,
245151,LA ESPERANZA 2,,VIGENTE,,,08/11/2016,07/11/2066,,
245241,SAN FRANCISCO,,VIGENTE,,,15/11/2016,14/11/2066,,
245256,EL PIMA,,VIGENTE,,,15/11/2016,14/11/2066,,
245342,IME 1 FRACC. 1,,VIGENTE,,,23/11/2016,22/11/2066,,
245343,IME 1 FRACC. 2,,VIGENTE,,,23/11/2016,22/11/2066,,
245407,EUNICE,,VIGENTE,,,16/12/2016,15/12/2066,,
245729,YEGUA U,,VIGENTE,,,07/11/2017,28/07/2044,,
245792,TORO U,,VIGENTE,,,17/11/2017,13/11/2044,,
245470,REY TERCERO U,,VIGENTE,,,28/03/2017,04/06/2053,,
245888,REDUCC. LA LUZ 2,,VIGENTE,,,15/12/2017,15/06/2056,,
245727,ZACATON U,,VIGENTE,,,07/11/2017,01/08/2057,,
245762,CALERITA R-1,,VIGENTE,,,17/11/2017,29/06/2060,,
245917,LLANO DEL NOGAL FRACC. I,,VIGENTE,,,15/12/2017,27/06/2063,,
245423,LAS CHISPAS 3-A,,VIGENTE,,,24/01/2017,23/01/2067,,
245424,LAS CHISPAS 3-B,,VIGENTE,,,24/01/2017,23/01/2067,,
245425,LAS CHISPAS 3-C,,VIGENTE,,,24/01/2017,23/01/2067,,
245426,LAS CHISPAS 3-D,,VIGENTE,,,24/01/2017,23/01/2067,,
245427,LAS CHISPAS 3-E,,VIGENTE,,,24/01/2017,23/01/2067,,
245428,LAS CHISPAS 3-F,,VIGENTE,,,24/01/2017,23/01/2067,,
245446,DON PEDRO,,VIGENTE,,,21/02/2017,20/02/2067,,
245556,LOS CUATES,,VIGENTE,,,18/08/2017,17/08/2067,,
245558,EL TORO,,VIGENTE,,,18/08/2017,17/08/2067,,
245574,SAN MIGUEL F1,,VIGENTE,,,31/08/2017,30/08/2067,,
245575,SAN MIGUEL F2,,VIGENTE,,,31/08/2017,30/08/2067,,
245634,MIKE,,VIGENTE,,,15/09/2017,14/09/2067,,
245646,BACOACHI,,VIGENTE,,,15/09/2017,14/09/2067,,
245731,EL COMODIN,,VIGENTE,,,10/11/2017,09/11/2067,,
245795,LA BOCA,,VIGENTE,,,24/11/2017,23/11/2067,,
245807,EL COCHI,,VIGENTE,,,24/11/2017,23/11/2067,,
245915,TITO,,VIGENTE,,,15/12/2017,14/12/2067,,
245929,EUNICE,,VIGENTE,,,15/12/2017,14/12/2067,,
246008,PALMA,,VIGENTE,,,20/12/2017,19/12/2067,,
246100,SAN JUDAS T.,,VIGENTE,,,20/12/2017,19/12/2067,,
246177,LA PERLA 2,,VIGENTE,,,16/03/2018,15/03/2068,,
246191,LA PERLA,,VIGENTE,,,16/03/2018,15/03/2068,,
